N,expert_pool,flush_mb,path,comparison,transport,method,seeds,live_experts_min,live_experts_max,tokens_per_live_expert_min,tokens_per_live_expert_max,median_ms,min_ms,max_ms,standard_baseline,tma_baseline_median_ms,median_speedup_vs_tma,median_time_reduction_vs_tma_pct,transport_no_pf_baseline,median_speedup_vs_transport_no_pf,median_time_reduction_vs_transport_no_pf_pct
512,128,512,actcomp,actcomp_warp_diagnostic,warp_direct,pf128x2_current_lead1_direct,3,128,128,18,50,35.513905,33.832832,35.563984,not_comparable,,,,no_pf_direct,1.048949,4.6664
512,128,512,actcomp,actcomp_warp_diagnostic,warp_direct,pf32x4_current_direct,3,128,128,18,50,35.381950,33.667408,35.440224,not_comparable,,,,no_pf_direct,1.052861,5.0207
512,128,512,actcomp,actcomp_warp_diagnostic,warp_direct,pf32x4_current_wait0_direct,3,128,128,18,50,35.407520,33.669697,35.432495,not_comparable,,,,no_pf_direct,1.052100,4.9520
512,128,512,actcomp,actcomp_warp_diagnostic,warp_direct,pf64x2_current_direct,3,128,128,18,50,35.354031,33.634945,35.401054,not_comparable,,,,no_pf_direct,1.053692,5.0956
512,128,512,actcomp,actcomp_warp_diagnostic,warp_direct,pf64x4_current_lead1_direct,3,128,128,18,50,35.677742,33.937485,35.735489,not_comparable,,,,no_pf_direct,1.044132,4.2266
512,128,512,actcomp,actcomp_warp_diagnostic,warp_direct,pf64x4_current_wait0_lead1_async_direct,3,128,128,18,50,35.699249,33.954288,35.737537,not_comparable,,,,no_pf_direct,1.043503,4.1689
512,128,512,pure,warp_consumer,tma,no_pf_tma_smem,3,128,128,18,50,8.520144,8.208240,8.545712,no_pf_tma_smem,8.520144,1.000000,0.0000,no_pf_tma_smem,1.000000,0.0000
512,128,512,pure,warp_consumer,tma,pf128_current_tma_smem,3,128,128,18,50,8.643936,8.339680,8.682432,no_pf_tma_smem,8.520144,0.984253,-1.5999,no_pf_tma_smem,0.984253,-1.5999
512,128,512,pure,warp_consumer,tma,pf128x2_current_lead1_tma_smem,3,128,128,18,50,8.696976,8.395248,8.727456,no_pf_tma_smem,8.520144,0.979176,-2.1267,no_pf_tma_smem,0.979176,-2.1267
512,128,512,pure,warp_consumer,tma,pf32x4_current_tma_smem,3,128,128,18,50,8.723040,8.439104,8.751072,no_pf_tma_smem,8.520144,0.976533,-2.4031,no_pf_tma_smem,0.976533,-2.4031
512,128,512,pure,warp_consumer,tma,pf32x4_current_wait0_tma_smem,3,128,128,18,50,8.743328,8.457136,8.802304,no_pf_tma_smem,8.520144,0.970849,-3.0026,no_pf_tma_smem,0.970849,-3.0026
512,128,512,pure,warp_consumer,tma,pf64x2_current_tma_smem,3,128,128,18,50,8.659088,8.353344,8.690736,no_pf_tma_smem,8.520144,0.983313,-1.6970,no_pf_tma_smem,0.983313,-1.6970
512,128,512,pure,warp_consumer,tma,pf64x4_current_lead1_tma_smem,3,128,128,18,50,8.807152,8.477888,8.843360,no_pf_tma_smem,8.520144,0.967412,-3.3686,no_pf_tma_smem,0.967412,-3.3686
512,128,512,pure,warp_consumer,tma,pf64x4_current_wait0_lead1_async_tma_smem,3,128,128,18,50,8.812000,8.485537,8.861344,no_pf_tma_smem,8.520144,0.966880,-3.4255,no_pf_tma_smem,0.966880,-3.4255
512,128,512,pure,warp_consumer,warp_direct,no_pf_direct,3,128,128,18,50,12.236977,12.025248,12.243248,no_pf_tma_smem,8.520144,0.696262,-43.6241,no_pf_direct,1.000000,0.0000
512,128,512,pure,warp_consumer,warp_direct,pf128_current_direct,3,128,128,18,50,10.276304,10.112335,10.370320,no_pf_tma_smem,8.520144,0.824055,-21.3512,no_pf_direct,1.189166,15.9075
512,128,512,pure,warp_consumer,warp_direct,pf128x2_current_lead1_direct,3,128,128,18,50,10.319391,10.150415,10.433568,no_pf_tma_smem,8.520144,0.819059,-22.0913,no_pf_direct,1.184705,15.5908
512,128,512,pure,warp_consumer,warp_direct,pf32x4_current_direct,3,128,128,18,50,10.383504,10.215232,10.523328,no_pf_tma_smem,8.520144,0.812073,-23.1416,no_pf_direct,1.177188,15.0518
512,128,512,pure,warp_consumer,warp_direct,pf32x4_current_wait0_direct,3,128,128,18,50,10.536385,10.385679,10.657776,no_pf_tma_smem,8.520144,0.801829,-24.7149,no_pf_direct,1.157868,13.6344
512,128,512,pure,warp_consumer,warp_direct,pf64x2_current_direct,3,128,128,18,50,10.309824,10.171137,10.443664,no_pf_tma_smem,8.520144,0.818268,-22.2094,no_pf_direct,1.182291,15.4185
512,128,512,pure,warp_consumer,warp_direct,pf64x4_current_lead1_direct,3,128,128,18,50,10.444529,10.280111,10.569344,no_pf_tma_smem,8.520144,0.808538,-23.6801,no_pf_direct,1.169759,14.5123
512,128,512,pure,warp_consumer,warp_direct,pf64x4_current_wait0_lead1_async_direct,3,128,128,18,50,10.608240,10.475328,10.695776,no_pf_tma_smem,8.520144,0.798980,-25.1596,no_pf_direct,1.147959,12.8889
512,128,512,wdequant,warp_consumer,tma,no_pf_tma_smem,3,128,128,18,50,56.990513,54.010338,56.997581,no_pf_tma_smem,56.990513,1.000000,0.0000,no_pf_tma_smem,1.000000,0.0000
512,128,512,wdequant,warp_consumer,tma,pf128_current_tma_smem,3,128,128,18,50,57.231201,54.271423,57.254143,no_pf_tma_smem,56.990513,0.995519,-0.4501,no_pf_tma_smem,0.995519,-0.4501
512,128,512,wdequant,warp_consumer,tma,pf128x2_current_lead1_tma_smem,3,128,128,18,50,57.728050,54.751152,57.768372,no_pf_tma_smem,56.990513,0.986657,-1.3523,no_pf_tma_smem,0.986657,-1.3523
512,128,512,wdequant,warp_consumer,tma,pf32x4_current_tma_smem,3,128,128,18,50,57.606049,54.618797,57.620049,no_pf_tma_smem,56.990513,0.989197,-1.0921,no_pf_tma_smem,0.989197,-1.0921
512,128,512,wdequant,warp_consumer,tma,pf32x4_current_wait0_tma_smem,3,128,128,18,50,57.677261,54.673058,57.684418,no_pf_tma_smem,56.990513,0.987971,-1.2176,no_pf_tma_smem,0.987971,-1.2176
512,128,512,wdequant,warp_consumer,tma,pf64x2_current_tma_smem,3,128,128,18,50,57.397438,54.421871,57.417183,no_pf_tma_smem,56.990513,0.992692,-0.7362,no_pf_tma_smem,0.992692,-0.7362
512,128,512,wdequant,warp_consumer,tma,pf64x4_current_lead1_tma_smem,3,128,128,18,50,57.958576,54.958416,57.974174,no_pf_tma_smem,56.990513,0.983155,-1.7134,no_pf_tma_smem,0.983155,-1.7134
512,128,512,wdequant,warp_consumer,tma,pf64x4_current_wait0_lead1_async_tma_smem,3,128,128,18,50,58.014862,55.014050,58.024799,no_pf_tma_smem,56.990513,0.982297,-1.8022,no_pf_tma_smem,0.982297,-1.8022
512,128,512,wdequant,warp_consumer,warp_direct,no_pf_direct,3,128,128,18,50,58.455505,55.711533,58.577904,no_pf_tma_smem,56.990513,0.973022,-2.7726,no_pf_direct,1.000000,0.0000
512,128,512,wdequant,warp_consumer,warp_direct,pf128_current_direct,3,128,128,18,50,58.128479,55.117538,58.132111,no_pf_tma_smem,56.990513,0.980423,-1.9968,no_pf_direct,1.007669,0.7610
512,128,512,wdequant,warp_consumer,warp_direct,pf128x2_current_lead1_direct,3,128,128,18,50,57.562752,54.591167,57.563614,no_pf_tma_smem,56.990513,0.990059,-1.0041,no_pf_direct,1.017620,1.7315
512,128,512,wdequant,warp_consumer,warp_direct,pf32x4_current_direct,3,128,128,18,50,57.943390,54.998062,57.949150,no_pf_tma_smem,56.990513,0.983457,-1.6821,no_pf_direct,1.010951,1.0832
512,128,512,wdequant,warp_consumer,warp_direct,pf32x4_current_wait0_direct,3,128,128,18,50,58.002960,55.014050,58.014290,no_pf_tma_smem,56.990513,0.982353,-1.7964,no_pf_direct,1.009912,0.9815
512,128,512,wdequant,warp_consumer,warp_direct,pf64x2_current_direct,3,128,128,18,50,58.175041,55.168720,58.180271,no_pf_tma_smem,56.990513,0.979639,-2.0785,no_pf_direct,1.006834,0.6788
512,128,512,wdequant,warp_consumer,warp_direct,pf64x4_current_lead1_direct,3,128,128,18,50,58.129887,55.129185,58.138145,no_pf_tma_smem,56.990513,0.980260,-2.0137,no_pf_direct,1.007707,0.7648
512,128,512,wdequant,warp_consumer,warp_direct,pf64x4_current_wait0_lead1_async_direct,3,128,128,18,50,58.140450,55.128033,58.144367,no_pf_tma_smem,56.990513,0.980221,-2.0178,no_pf_direct,1.007456,0.7401
512,384,512,actcomp,actcomp_packed_smem_producer,cta_nc,no_pf_cta_nc_actcomp_smem,3,384,384,3,25,12.289984,12.262016,12.355265,no_pf_tma_smem,12.666496,1.030202,2.9316,no_pf_cta_nc_actcomp_smem,1.000000,0.0000
512,384,512,actcomp,actcomp_packed_smem_producer,cta_nc,pf128_current_cta_nc_actcomp_smem,3,384,384,3,25,12.122704,12.094048,12.202513,no_pf_tma_smem,12.666496,1.044817,4.2894,no_pf_cta_nc_actcomp_smem,1.012518,1.2363
512,384,512,actcomp,actcomp_packed_smem_producer,cta_nc,pf32x4_current_cta_nc_actcomp_smem,3,384,384,3,25,11.913280,11.862240,11.993729,no_pf_tma_smem,12.666496,1.061256,5.7720,no_pf_cta_nc_actcomp_smem,1.031621,3.0651
512,384,512,actcomp,actcomp_packed_smem_producer,cta_nc,pf32x4_current_wait0_cta_nc_actcomp_smem,3,384,384,3,25,11.986464,11.983408,12.100224,no_pf_tma_smem,12.666496,1.054195,5.1408,no_pf_cta_nc_actcomp_smem,1.023249,2.2721
512,384,512,actcomp,actcomp_packed_smem_producer,tma,no_pf_tma_smem,3,384,384,3,25,12.666496,12.636065,12.728416,no_pf_tma_smem,12.666496,1.000000,0.0000,no_pf_tma_smem,1.000000,0.0000
512,384,512,actcomp,actcomp_packed_smem_producer,tma,pf128_current_tma_smem,3,384,384,3,25,12.115904,12.084911,12.189713,no_pf_tma_smem,12.666496,1.044193,4.2323,no_pf_tma_smem,1.044193,4.2323
512,384,512,actcomp,actcomp_packed_smem_producer,tma,pf128x2_current_lead1_tma_smem,3,384,384,3,25,12.064320,12.024128,12.123264,no_pf_tma_smem,12.666496,1.049917,4.7543,no_pf_tma_smem,1.049917,4.7543
512,384,512,actcomp,actcomp_packed_smem_producer,tma,pf32x4_current_tma_smem,3,384,384,3,25,11.916960,11.901712,12.021280,no_pf_tma_smem,12.666496,1.061701,5.8116,no_pf_tma_smem,1.061701,5.8116
512,384,512,actcomp,actcomp_packed_smem_producer,tma,pf32x4_current_wait0_tma_smem,3,384,384,3,25,12.166528,12.103280,12.200752,no_pf_tma_smem,12.666496,1.043248,4.1456,no_pf_tma_smem,1.043248,4.1456
512,384,512,actcomp,actcomp_packed_smem_producer,tma,pf64x2_current_tma_smem,3,384,384,3,25,11.925936,11.888000,11.987360,no_pf_tma_smem,12.666496,1.062097,5.8466,no_pf_tma_smem,1.062097,5.8466
512,384,512,actcomp,actcomp_packed_smem_producer,tma,pf64x4_current_lead1_tma_smem,3,384,384,3,25,12.709503,12.659584,12.823200,no_pf_tma_smem,12.666496,0.996616,-0.3395,no_pf_tma_smem,0.996616,-0.3395
512,384,512,actcomp,actcomp_packed_smem_producer,tma,pf64x4_current_wait0_lead1_async_tma_smem,3,384,384,3,25,12.100208,12.034560,12.143984,no_pf_tma_smem,12.666496,1.048125,4.5916,no_pf_tma_smem,1.048125,4.5916
512,384,512,actcomp,actcomp_warp_diagnostic,warp_direct,no_pf_direct,3,384,384,3,25,34.641502,34.634354,34.715775,not_comparable,,,,no_pf_direct,1.000000,0.0000
512,384,512,actcomp,actcomp_warp_diagnostic,warp_direct,pf128_current_direct,3,384,384,3,25,32.967216,32.909859,33.048752,not_comparable,,,,no_pf_direct,1.052401,4.9791
512,384,512,actcomp,actcomp_warp_diagnostic,warp_direct,pf128x2_current_lead1_direct,3,384,384,3,25,33.095985,33.043198,33.216476,not_comparable,,,,no_pf_direct,1.048154,4.5942
512,384,512,actcomp,actcomp_warp_diagnostic,warp_direct,pf32x4_current_direct,3,384,384,3,25,32.997490,32.908833,33.125038,not_comparable,,,,no_pf_direct,1.052073,4.9496
512,384,512,actcomp,actcomp_warp_diagnostic,warp_direct,pf32x4_current_wait0_direct,3,384,384,3,25,33.053825,32.941246,33.156784,not_comparable,,,,no_pf_direct,1.050280,4.7873
512,384,512,actcomp,actcomp_warp_diagnostic,warp_direct,pf64x2_current_direct,3,384,384,3,25,32.979118,32.893997,33.106449,not_comparable,,,,no_pf_direct,1.052659,5.0025
512,384,512,actcomp,actcomp_warp_diagnostic,warp_direct,pf64x4_current_lead1_direct,3,384,384,3,25,33.252399,33.209984,33.389793,not_comparable,,,,no_pf_direct,1.042890,4.1126
512,384,512,actcomp,actcomp_warp_diagnostic,warp_direct,pf64x4_current_wait0_lead1_async_direct,3,384,384,3,25,33.340641,33.258514,33.496590,not_comparable,,,,no_pf_direct,1.041245,3.9611
512,384,512,pure,warp_consumer,tma,no_pf_tma_smem,3,384,384,3,25,14.115520,13.983824,14.322304,no_pf_tma_smem,14.115520,1.000000,0.0000,no_pf_tma_smem,1.000000,0.0000
512,384,512,pure,warp_consumer,tma,pf128_current_tma_smem,3,384,384,3,25,14.008304,13.904544,14.288704,no_pf_tma_smem,14.115520,1.002352,0.2346,no_pf_tma_smem,1.002352,0.2346
512,384,512,pure,warp_consumer,tma,pf128x2_current_lead1_tma_smem,3,384,384,3,25,13.863424,13.747712,14.150192,no_pf_tma_smem,14.115520,1.012163,1.2017,no_pf_tma_smem,1.012163,1.2017
512,384,512,pure,warp_consumer,tma,pf32x4_current_tma_smem,3,384,384,3,25,13.780544,13.608528,14.018543,no_pf_tma_smem,14.115520,1.021669,2.1209,no_pf_tma_smem,1.021669,2.1209
512,384,512,pure,warp_consumer,tma,pf32x4_current_wait0_tma_smem,3,384,384,3,25,13.200016,13.034657,13.311872,no_pf_tma_smem,14.115520,1.072819,6.7876,no_pf_tma_smem,1.072819,6.7876
512,384,512,pure,warp_consumer,tma,pf64x2_current_tma_smem,3,384,384,3,25,13.948849,13.745680,14.172864,no_pf_tma_smem,14.115520,1.010544,1.0434,no_pf_tma_smem,1.010544,1.0434
512,384,512,pure,warp_consumer,tma,pf64x4_current_lead1_tma_smem,3,384,384,3,25,13.662752,13.632799,13.978256,no_pf_tma_smem,14.115520,1.024613,2.4022,no_pf_tma_smem,1.024613,2.4022
512,384,512,pure,warp_consumer,tma,pf64x4_current_wait0_lead1_async_tma_smem,3,384,384,3,25,13.315696,13.048768,13.385712,no_pf_tma_smem,14.115520,1.069970,6.5394,no_pf_tma_smem,1.069970,6.5394
512,384,512,pure,warp_consumer,warp_direct,no_pf_direct,3,384,384,3,25,14.643024,14.317360,15.235600,no_pf_tma_smem,14.115520,0.963976,-3.7370,no_pf_direct,1.000000,0.0000
512,384,512,pure,warp_consumer,warp_direct,pf128_current_direct,3,384,384,3,25,13.553856,13.287359,13.736560,no_pf_tma_smem,14.115520,1.042641,4.0897,no_pf_direct,1.080359,7.4381
512,384,512,pure,warp_consumer,warp_direct,pf128x2_current_lead1_direct,3,384,384,3,25,13.665824,13.493952,13.930113,no_pf_tma_smem,14.115520,1.032907,3.1858,no_pf_direct,1.071507,6.6735
512,384,512,pure,warp_consumer,warp_direct,pf32x4_current_direct,3,384,384,3,25,13.664128,13.453648,13.925968,no_pf_tma_smem,14.115520,1.033035,3.1978,no_pf_direct,1.071640,6.6851
512,384,512,pure,warp_consumer,warp_direct,pf32x4_current_wait0_direct,3,384,384,3,25,13.743600,13.541936,14.025344,no_pf_tma_smem,14.115520,1.027061,2.6348,no_pf_direct,1.065443,6.1423
512,384,512,pure,warp_consumer,warp_direct,pf64x2_current_direct,3,384,384,3,25,13.611008,13.425472,13.878256,no_pf_tma_smem,14.115520,1.037066,3.5742,no_pf_direct,1.075822,7.0478
512,384,512,pure,warp_consumer,warp_direct,pf64x4_current_lead1_direct,3,384,384,3,25,13.739392,13.560480,14.022272,no_pf_tma_smem,14.115520,1.027376,2.6646,no_pf_direct,1.065769,6.1711
512,384,512,pure,warp_consumer,warp_direct,pf64x4_current_wait0_lead1_async_direct,3,384,384,3,25,13.859505,13.627089,14.155121,no_pf_tma_smem,14.115520,1.018472,1.8137,no_pf_direct,1.056533,5.3508
512,384,512,wdequant,warp_consumer,tma,no_pf_tma_smem,3,384,384,3,25,51.028465,50.907791,51.078705,no_pf_tma_smem,51.028465,1.000000,0.0000,no_pf_tma_smem,1.000000,0.0000
512,384,512,wdequant,warp_consumer,tma,pf128_current_tma_smem,3,384,384,3,25,51.383293,51.274368,51.433090,no_pf_tma_smem,51.028465,0.993094,-0.6954,no_pf_tma_smem,0.993094,-0.6954
512,384,512,wdequant,warp_consumer,tma,pf128x2_current_lead1_tma_smem,3,384,384,3,25,51.797295,51.668671,51.845695,no_pf_tma_smem,51.028465,0.985206,-1.5016,no_pf_tma_smem,0.985206,-1.5016
512,384,512,wdequant,warp_consumer,tma,pf32x4_current_tma_smem,3,384,384,3,25,51.681328,51.507858,51.685440,no_pf_tma_smem,51.028465,0.988340,-1.1798,no_pf_tma_smem,0.988340,-1.1798
512,384,512,wdequant,warp_consumer,tma,pf32x4_current_wait0_tma_smem,3,384,384,3,25,51.810673,51.667229,51.852814,no_pf_tma_smem,51.028465,0.985071,-1.5155,no_pf_tma_smem,0.985071,-1.5155
512,384,512,wdequant,warp_consumer,tma,pf64x2_current_tma_smem,3,384,384,3,25,51.540382,51.418320,51.578159,no_pf_tma_smem,51.028465,0.990071,-1.0029,no_pf_tma_smem,0.990071,-1.0029
512,384,512,wdequant,warp_consumer,tma,pf64x4_current_lead1_tma_smem,3,384,384,3,25,52.101677,51.954945,52.116192,no_pf_tma_smem,51.028465,0.979845,-2.0570,no_pf_tma_smem,0.979845,-2.0570
512,384,512,wdequant,warp_consumer,tma,pf64x4_current_wait0_lead1_async_tma_smem,3,384,384,3,25,52.251251,52.091553,52.263329,no_pf_tma_smem,51.028465,0.977275,-2.3253,no_pf_tma_smem,0.977275,-2.3253
512,384,512,wdequant,warp_consumer,warp_direct,no_pf_direct,3,384,384,3,25,52.380672,52.359314,52.429024,no_pf_tma_smem,51.028465,0.973287,-2.7447,no_pf_direct,1.000000,0.0000
512,384,512,wdequant,warp_consumer,warp_direct,pf128_current_direct,3,384,384,3,25,51.540672,51.501743,51.652863,no_pf_tma_smem,51.028465,0.988884,-1.1241,no_pf_direct,1.015883,1.5635
512,384,512,wdequant,warp_consumer,warp_direct,pf128x2_current_lead1_direct,3,384,384,3,25,51.108448,51.079697,51.285568,no_pf_tma_smem,51.028465,0.996074,-0.3942,no_pf_direct,1.024475,2.3890
512,384,512,wdequant,warp_consumer,warp_direct,pf32x4_current_direct,3,384,384,3,25,51.409138,51.366592,51.544769,no_pf_tma_smem,51.028465,0.990958,-0.9124,no_pf_direct,1.018483,1.8147
512,384,512,wdequant,warp_consumer,warp_direct,pf32x4_current_wait0_direct,3,384,384,3,25,51.466721,51.427887,51.601997,no_pf_tma_smem,51.028465,0.989859,-1.0245,no_pf_direct,1.017343,1.7047
512,384,512,wdequant,warp_consumer,warp_direct,pf64x2_current_direct,3,384,384,3,25,51.612274,51.572739,51.726959,no_pf_tma_smem,51.028465,0.987468,-1.2691,no_pf_direct,1.014474,1.4268
512,384,512,wdequant,warp_consumer,warp_direct,pf64x4_current_lead1_direct,3,384,384,3,25,51.582848,51.550720,51.713615,no_pf_tma_smem,51.028465,0.987723,-1.2430,no_pf_direct,1.015053,1.4830
512,384,512,wdequant,warp_consumer,warp_direct,pf64x4_current_wait0_lead1_async_direct,3,384,384,3,25,51.604446,51.572464,51.725887,no_pf_tma_smem,51.028465,0.987488,-1.2670,no_pf_direct,1.014628,1.4417
8,128,512,actcomp,actcomp_packed_smem_producer,cta_nc,no_pf_cta_nc_actcomp_smem,3,51,53,1,3,1.911408,1.904176,1.944256,no_pf_tma_smem,2.065008,1.071763,6.6958,no_pf_cta_nc_actcomp_smem,1.000000,0.0000
8,128,512,actcomp,actcomp_packed_smem_producer,cta_nc,pf128_current_cta_nc_actcomp_smem,3,51,53,1,3,1.941056,1.923696,1.946160,no_pf_tma_smem,2.065008,1.068434,6.4051,no_pf_cta_nc_actcomp_smem,0.989853,-1.0251
8,128,512,actcomp,actcomp_packed_smem_producer,cta_nc,pf32x4_current_cta_nc_actcomp_smem,3,51,53,1,3,1.937056,1.927920,1.948128,no_pf_tma_smem,2.065008,1.067355,6.3105,no_pf_cta_nc_actcomp_smem,0.987684,-1.2469
8,128,512,actcomp,actcomp_packed_smem_producer,cta_nc,pf32x4_current_wait0_cta_nc_actcomp_smem,3,51,53,1,3,2.008528,2.004416,2.049568,no_pf_tma_smem,2.065008,1.019939,1.9549,no_pf_cta_nc_actcomp_smem,0.949990,-5.2642
8,128,512,actcomp,actcomp_packed_smem_producer,tma,no_pf_tma_smem,3,51,53,1,3,2.065008,2.048576,2.079344,no_pf_tma_smem,2.065008,1.000000,0.0000,no_pf_tma_smem,1.000000,0.0000
8,128,512,actcomp,actcomp_packed_smem_producer,tma,pf128_current_tma_smem,3,51,53,1,3,2.098800,2.090624,2.110528,no_pf_tma_smem,2.065008,0.983899,-1.6364,no_pf_tma_smem,0.983899,-1.6364
8,128,512,actcomp,actcomp_packed_smem_producer,tma,pf128x2_current_lead1_tma_smem,3,51,53,1,3,2.105824,2.105424,2.118160,no_pf_tma_smem,2.065008,0.980618,-1.9766,no_pf_tma_smem,0.980618,-1.9766
8,128,512,actcomp,actcomp_packed_smem_producer,tma,pf32x4_current_tma_smem,3,51,53,1,3,2.061936,2.057888,2.076000,no_pf_tma_smem,2.065008,1.001611,0.1608,no_pf_tma_smem,1.001611,0.1608
8,128,512,actcomp,actcomp_packed_smem_producer,tma,pf32x4_current_wait0_tma_smem,3,51,53,1,3,2.127440,2.119392,2.132592,no_pf_tma_smem,2.065008,0.970654,-3.0233,no_pf_tma_smem,0.970654,-3.0233
8,128,512,actcomp,actcomp_packed_smem_producer,tma,pf64x2_current_tma_smem,3,51,53,1,3,2.068112,2.064352,2.090688,no_pf_tma_smem,2.065008,0.994574,-0.5456,no_pf_tma_smem,0.994574,-0.5456
8,128,512,actcomp,actcomp_packed_smem_producer,tma,pf64x4_current_lead1_tma_smem,3,51,53,1,3,2.127456,2.125184,2.133712,no_pf_tma_smem,2.065008,0.971684,-2.9141,no_pf_tma_smem,0.971684,-2.9141
8,128,512,actcomp,actcomp_packed_smem_producer,tma,pf64x4_current_wait0_lead1_async_tma_smem,3,51,53,1,3,2.145136,2.144704,2.180768,no_pf_tma_smem,2.065008,0.955179,-4.6924,no_pf_tma_smem,0.955179,-4.6924
8,128,512,actcomp,actcomp_warp_diagnostic,warp_direct,no_pf_direct,3,51,53,1,3,2.226496,2.223280,2.265984,not_comparable,,,,no_pf_direct,1.000000,0.0000
8,128,512,actcomp,actcomp_warp_diagnostic,warp_direct,pf128_current_direct,3,51,53,1,3,2.224800,2.209904,2.256048,not_comparable,,,,no_pf_direct,1.004404,0.4385
8,128,512,actcomp,actcomp_warp_diagnostic,warp_direct,pf128x2_current_lead1_direct,3,51,53,1,3,2.228368,2.221856,2.262512,not_comparable,,,,no_pf_direct,1.001535,0.1532
8,128,512,actcomp,actcomp_warp_diagnostic,warp_direct,pf32x4_current_direct,3,51,53,1,3,2.217248,2.207856,2.248208,not_comparable,,,,no_pf_direct,1.006986,0.6937
8,128,512,actcomp,actcomp_warp_diagnostic,warp_direct,pf32x4_current_wait0_direct,3,51,53,1,3,2.238032,2.231888,2.280112,not_comparable,,,,no_pf_direct,0.993804,-0.6235
8,128,512,actcomp,actcomp_warp_diagnostic,warp_direct,pf64x2_current_direct,3,51,53,1,3,2.221984,2.213472,2.262144,not_comparable,,,,no_pf_direct,1.002031,0.2027
8,128,512,actcomp,actcomp_warp_diagnostic,warp_direct,pf64x4_current_lead1_direct,3,51,53,1,3,2.243152,2.241232,2.277840,not_comparable,,,,no_pf_direct,0.992575,-0.7481
8,128,512,actcomp,actcomp_warp_diagnostic,warp_direct,pf64x4_current_wait0_lead1_async_direct,3,51,53,1,3,2.266160,2.264912,2.302608,not_comparable,,,,no_pf_direct,0.983039,-1.7254
8,128,512,pure,warp_consumer,tma,no_pf_tma_smem,3,51,53,1,3,1.614432,1.607552,1.630880,no_pf_tma_smem,1.614432,1.000000,0.0000,no_pf_tma_smem,1.000000,0.0000
8,128,512,pure,warp_consumer,tma,pf128_current_tma_smem,3,51,53,1,3,1.648128,1.635616,1.669232,no_pf_tma_smem,1.614432,0.979555,-2.0872,no_pf_tma_smem,0.979555,-2.0872
8,128,512,pure,warp_consumer,tma,pf128x2_current_lead1_tma_smem,3,51,53,1,3,1.666240,1.647232,1.680864,no_pf_tma_smem,1.614432,0.970263,-3.0648,no_pf_tma_smem,0.970263,-3.0648
8,128,512,pure,warp_consumer,tma,pf32x4_current_tma_smem,3,51,53,1,3,1.657264,1.641024,1.670592,no_pf_tma_smem,1.614432,0.976229,-2.4350,no_pf_tma_smem,0.976229,-2.4350
8,128,512,pure,warp_consumer,tma,pf32x4_current_wait0_tma_smem,3,51,53,1,3,1.691280,1.689136,1.708640,no_pf_tma_smem,1.614432,0.954490,-4.7680,no_pf_tma_smem,0.954490,-4.7680
8,128,512,pure,warp_consumer,tma,pf64x2_current_tma_smem,3,51,53,1,3,1.659248,1.641088,1.682944,no_pf_tma_smem,1.614432,0.972990,-2.7760,no_pf_tma_smem,0.972990,-2.7760
8,128,512,pure,warp_consumer,tma,pf64x4_current_lead1_tma_smem,3,51,53,1,3,1.680832,1.668224,1.688160,no_pf_tma_smem,1.614432,0.963631,-3.7742,no_pf_tma_smem,0.963631,-3.7742
8,128,512,pure,warp_consumer,tma,pf64x4_current_wait0_lead1_async_tma_smem,3,51,53,1,3,1.697360,1.695344,1.716144,no_pf_tma_smem,1.614432,0.950317,-5.2281,no_pf_tma_smem,0.950317,-5.2281
8,128,512,pure,warp_consumer,warp_direct,no_pf_direct,3,51,53,1,3,1.572608,1.560224,1.585536,no_pf_tma_smem,1.614432,1.028599,2.7803,no_pf_direct,1.000000,0.0000
8,128,512,pure,warp_consumer,warp_direct,pf128_current_direct,3,51,53,1,3,1.553088,1.540752,1.571328,no_pf_tma_smem,1.614432,1.039498,3.7997,no_pf_direct,1.012569,1.2413
8,128,512,pure,warp_consumer,warp_direct,pf128x2_current_lead1_direct,3,51,53,1,3,1.561328,1.544848,1.584784,no_pf_tma_smem,1.614432,1.034012,3.2893,no_pf_direct,1.007225,0.7173
8,128,512,pure,warp_consumer,warp_direct,pf32x4_current_direct,3,51,53,1,3,1.559488,1.546048,1.582736,no_pf_tma_smem,1.614432,1.035232,3.4033,no_pf_direct,1.008413,0.8343
8,128,512,pure,warp_consumer,warp_direct,pf32x4_current_wait0_direct,3,51,53,1,3,1.579312,1.567392,1.596048,no_pf_tma_smem,1.614432,1.022238,2.1754,no_pf_direct,0.995427,-0.4594
8,128,512,pure,warp_consumer,warp_direct,pf64x2_current_direct,3,51,53,1,3,1.556096,1.544816,1.579664,no_pf_tma_smem,1.614432,1.037489,3.6134,no_pf_direct,1.009974,0.9876
8,128,512,pure,warp_consumer,warp_direct,pf64x4_current_lead1_direct,3,51,53,1,3,1.584592,1.570160,1.604192,no_pf_tma_smem,1.614432,1.018831,1.8483,no_pf_direct,0.992437,-0.7620
8,128,512,pure,warp_consumer,warp_direct,pf64x4_current_wait0_lead1_async_direct,3,51,53,1,3,1.602592,1.581824,1.627216,no_pf_tma_smem,1.614432,1.007388,0.7334,no_pf_direct,0.981290,-1.9066
8,128,512,wdequant,warp_consumer,tma,no_pf_tma_smem,3,51,53,1,3,2.930288,2.921232,2.944384,no_pf_tma_smem,2.930288,1.000000,0.0000,no_pf_tma_smem,1.000000,0.0000
