gpu,sms,path,method,transport,pipeline,comparison,destination,pf_shape,routing,route_seed,repeats,flush_mb,E,N,I,H,TOPK,expert_pool,live_experts,assignments,min_tokens_per_live_expert,max_tokens_per_live_expert,ms,median_live_CTA_cyc,W_bytes,S_bytes,X_useful_bytes,X_consumer_bytes,X_global_bytes,X_packed_bytes,X_smem_read_bytes,X_smem_write_bytes,pf_requested_bytes,pipeline_requested_bytes,X_useful_GBps,X_consumer_GBps,X_global_GBps,X_packed_GBps,X_smem_read_GBps,X_smem_write_GBps,pf_requested_GBps,pipeline_requested_GBps,checksum
NVIDIA RTX PRO 6000 Blackwell Server Edition,188,actcomp,pf32x4_current_cta_nc_actcomp_smem,cta_nc,cta_nc_rmem_actcomp_packed_smem,actcomp_packed_smem_producer,packed_smem,4x32B_current_thread_groups,uniform_hash_scattered_pool,0x6a09e667,20,512,384,8,2048,7168,8,384,60,64,1,2,2.049536,4720904,1761607680,220200960,3670016,3670016,3670016,1032192,1032192,1032192,3670016,1991213056,1.790657,1.790657,1.790657,0.503622,0.503622,0.503622,1.790657,971.543347,0x22c0eaac76452142
NVIDIA RTX PRO 6000 Blackwell Server Edition,188,actcomp,pf32x4_current_wait0_cta_nc_actcomp_smem,cta_nc,cta_nc_rmem_actcomp_packed_smem,actcomp_packed_smem_producer,packed_smem,4x32B_current_thread_groups_wait0,uniform_hash_scattered_pool,0x6a09e667,20,512,384,8,2048,7168,8,384,60,64,1,2,2.117200,4945036,1761607680,220200960,3670016,3670016,3670016,1032192,1032192,1032192,3670016,1991213056,1.733429,1.733429,1.733429,0.487527,0.487527,0.487527,1.733429,940.493648,0x22c0eaac76452142
NVIDIA RTX PRO 6000 Blackwell Server Edition,188,actcomp,no_pf_tma_smem,tma,tma_raw_smem_cta_actcomp_packed_smem,actcomp_packed_smem_producer,packed_smem,none,uniform_hash_scattered_pool,0xbb67ae85,20,0,384,8,2048,7168,8,384,58,64,1,2,2.097280,4862468,1702887424,212860928,3670016,3670016,3670016,1032192,4702208,4702208,0,1928822784,1.749893,1.749893,1.749893,0.492157,2.242051,2.242051,0.000000,919.678231,0x72eae431f6d61c21
NVIDIA RTX PRO 6000 Blackwell Server Edition,188,actcomp,pf128_current_tma_smem,tma,tma_raw_smem_cta_actcomp_packed_smem,actcomp_packed_smem_producer,packed_smem,1x128B_current,uniform_hash_scattered_pool,0xbb67ae85,20,0,384,8,2048,7168,8,384,58,64,1,2,2.110496,4859411,1702887424,212860928,3670016,3670016,3670016,1032192,4702208,4702208,3670016,1932492800,1.738935,1.738935,1.738935,0.489076,2.228011,2.228011,1.738935,915.658101,0x72eae431f6d61c21
NVIDIA RTX PRO 6000 Blackwell Server Edition,188,actcomp,pf64x2_current_tma_smem,tma,tma_raw_smem_cta_actcomp_packed_smem,actcomp_packed_smem_producer,packed_smem,2x64B_current,uniform_hash_scattered_pool,0xbb67ae85,20,0,384,8,2048,7168,8,384,58,64,1,2,2.101856,4843842,1702887424,212860928,3670016,3670016,3670016,1032192,4702208,4702208,3670016,1932492800,1.746083,1.746083,1.746083,0.491086,2.237169,2.237169,1.746083,919.422076,0x72eae431f6d61c21
NVIDIA RTX PRO 6000 Blackwell Server Edition,188,actcomp,pf32x4_current_tma_smem,tma,tma_raw_smem_cta_actcomp_packed_smem,actcomp_packed_smem_producer,packed_smem,4x32B_current_thread_groups,uniform_hash_scattered_pool,0xbb67ae85,20,0,384,8,2048,7168,8,384,58,64,1,2,2.096896,4835675,1702887424,212860928,3670016,3670016,3670016,1032192,4702208,4702208,3670016,1932492800,1.750214,1.750214,1.750214,0.492248,2.242461,2.242461,1.750214,921.596904,0x72eae431f6d61c21
NVIDIA RTX PRO 6000 Blackwell Server Edition,188,actcomp,pf32x4_current_wait0_tma_smem,tma,tma_raw_smem_cta_actcomp_packed_smem,actcomp_packed_smem_producer,packed_smem,4x32B_current_thread_groups_wait0,uniform_hash_scattered_pool,0xbb67ae85,20,0,384,8,2048,7168,8,384,58,64,1,2,2.181776,5124471,1702887424,212860928,3670016,3670016,3670016,1032192,4702208,4702208,3670016,1932492800,1.682123,1.682123,1.682123,0.473097,2.155220,2.155220,1.682123,885.742972,0x72eae431f6d61c21
NVIDIA RTX PRO 6000 Blackwell Server Edition,188,actcomp,no_pf_cta_nc_actcomp_smem,cta_nc,cta_nc_rmem_actcomp_packed_smem,actcomp_packed_smem_producer,packed_smem,none,uniform_hash_scattered_pool,0xbb67ae85,20,0,384,8,2048,7168,8,384,58,64,1,2,1.953648,4531628,1702887424,212860928,3670016,3670016,3670016,1032192,1032192,1032192,0,1921482752,1.878545,1.878545,1.878545,0.528341,0.528341,0.528341,0.000000,983.535816,0x72eae431f6d61c21
NVIDIA RTX PRO 6000 Blackwell Server Edition,188,actcomp,pf128_current_cta_nc_actcomp_smem,cta_nc,cta_nc_rmem_actcomp_packed_smem,actcomp_packed_smem_producer,packed_smem,1x128B_current,uniform_hash_scattered_pool,0xbb67ae85,20,0,384,8,2048,7168,8,384,58,64,1,2,1.991360,4590589,1702887424,212860928,3670016,3670016,3670016,1032192,1032192,1032192,3670016,1925152768,1.842970,1.842970,1.842970,0.518335,0.518335,0.518335,1.842970,966.752781,0x72eae431f6d61c21
NVIDIA RTX PRO 6000 Blackwell Server Edition,188,actcomp,pf32x4_current_cta_nc_actcomp_smem,cta_nc,cta_nc_rmem_actcomp_packed_smem,actcomp_packed_smem_producer,packed_smem,4x32B_current_thread_groups,uniform_hash_scattered_pool,0xbb67ae85,20,0,384,8,2048,7168,8,384,58,64,1,2,2.010912,4654911,1702887424,212860928,3670016,3670016,3670016,1032192,1032192,1032192,3670016,1925152768,1.825051,1.825051,1.825051,0.513295,0.513295,0.513295,1.825051,957.353094,0x72eae431f6d61c21
NVIDIA RTX PRO 6000 Blackwell Server Edition,188,actcomp,pf32x4_current_wait0_cta_nc_actcomp_smem,cta_nc,cta_nc_rmem_actcomp_packed_smem,actcomp_packed_smem_producer,packed_smem,4x32B_current_thread_groups_wait0,uniform_hash_scattered_pool,0xbb67ae85,20,0,384,8,2048,7168,8,384,58,64,1,2,2.083936,4885909,1702887424,212860928,3670016,3670016,3670016,1032192,1032192,1032192,3670016,1925152768,1.761098,1.761098,1.761098,0.495309,0.495309,0.495309,1.761098,923.806101,0x72eae431f6d61c21
NVIDIA RTX PRO 6000 Blackwell Server Edition,188,actcomp,no_pf_tma_smem,tma,tma_raw_smem_cta_actcomp_packed_smem,actcomp_packed_smem_producer,packed_smem,none,uniform_hash_scattered_pool,0xbb67ae85,20,128,384,8,2048,7168,8,384,58,64,1,2,2.108928,4855594,1702887424,212860928,3670016,3670016,3670016,1032192,4702208,4702208,0,1928822784,1.740228,1.740228,1.740228,0.489439,2.229667,2.229667,0.000000,914.598704,0x72eae431f6d61c21
NVIDIA RTX PRO 6000 Blackwell Server Edition,188,actcomp,pf128_current_tma_smem,tma,tma_raw_smem_cta_actcomp_packed_smem,actcomp_packed_smem_producer,packed_smem,1x128B_current,uniform_hash_scattered_pool,0xbb67ae85,20,128,384,8,2048,7168,8,384,58,64,1,2,2.112880,4840575,1702887424,212860928,3670016,3670016,3670016,1032192,4702208,4702208,3670016,1932492800,1.736973,1.736973,1.736973,0.488524,2.225497,2.225497,1.736973,914.624971,0x72eae431f6d61c21
NVIDIA RTX PRO 6000 Blackwell Server Edition,188,actcomp,pf64x2_current_tma_smem,tma,tma_raw_smem_cta_actcomp_packed_smem,actcomp_packed_smem_producer,packed_smem,2x64B_current,uniform_hash_scattered_pool,0xbb67ae85,20,128,384,8,2048,7168,8,384,58,64,1,2,2.104960,4823865,1702887424,212860928,3670016,3670016,3670016,1032192,4702208,4702208,3670016,1932492800,1.743509,1.743509,1.743509,0.490362,2.233871,2.233871,1.743509,918.066297,0x72eae431f6d61c21
NVIDIA RTX PRO 6000 Blackwell Server Edition,188,actcomp,pf32x4_current_tma_smem,tma,tma_raw_smem_cta_actcomp_packed_smem,actcomp_packed_smem_producer,packed_smem,4x32B_current_thread_groups,uniform_hash_scattered_pool,0xbb67ae85,20,128,384,8,2048,7168,8,384,58,64,1,2,2.096784,4818066,1702887424,212860928,3670016,3670016,3670016,1032192,4702208,4702208,3670016,1932492800,1.750307,1.750307,1.750307,0.492274,2.242581,2.242581,1.750307,921.646051,0x72eae431f6d61c21
NVIDIA RTX PRO 6000 Blackwell Server Edition,188,actcomp,pf32x4_current_wait0_tma_smem,tma,tma_raw_smem_cta_actcomp_packed_smem,actcomp_packed_smem_producer,packed_smem,4x32B_current_thread_groups_wait0,uniform_hash_scattered_pool,0xbb67ae85,20,128,384,8,2048,7168,8,384,58,64,1,2,2.211408,5153857,1702887424,212860928,3670016,3670016,3670016,1032192,4702208,4702208,3670016,1932492800,1.659583,1.659583,1.659583,0.466758,2.126341,2.126341,1.659583,873.874328,0x72eae431f6d61c21
NVIDIA RTX PRO 6000 Blackwell Server Edition,188,actcomp,no_pf_cta_nc_actcomp_smem,cta_nc,cta_nc_rmem_actcomp_packed_smem,actcomp_packed_smem_producer,packed_smem,none,uniform_hash_scattered_pool,0xbb67ae85,20,128,384,8,2048,7168,8,384,58,64,1,2,1.996400,4577500,1702887424,212860928,3670016,3670016,3670016,1032192,1032192,1032192,0,1921482752,1.838317,1.838317,1.838317,0.517027,0.517027,0.517027,0.000000,962.473830,0x72eae431f6d61c21
NVIDIA RTX PRO 6000 Blackwell Server Edition,188,actcomp,pf128_current_cta_nc_actcomp_smem,cta_nc,cta_nc_rmem_actcomp_packed_smem,actcomp_packed_smem_producer,packed_smem,1x128B_current,uniform_hash_scattered_pool,0xbb67ae85,20,128,384,8,2048,7168,8,384,58,64,1,2,2.014816,4626649,1702887424,212860928,3670016,3670016,3670016,1032192,1032192,1032192,3670016,1925152768,1.821514,1.821514,1.821514,0.512301,0.512301,0.512301,1.821514,955.498033,0x72eae431f6d61c21
NVIDIA RTX PRO 6000 Blackwell Server Edition,188,actcomp,pf32x4_current_cta_nc_actcomp_smem,cta_nc,cta_nc_rmem_actcomp_packed_smem,actcomp_packed_smem_producer,packed_smem,4x32B_current_thread_groups,uniform_hash_scattered_pool,0xbb67ae85,20,128,384,8,2048,7168,8,384,58,64,1,2,2.012784,4615536,1702887424,212860928,3670016,3670016,3670016,1032192,1032192,1032192,3670016,1925152768,1.823353,1.823353,1.823353,0.512818,0.512818,0.512818,1.823353,956.462673,0x72eae431f6d61c21
NVIDIA RTX PRO 6000 Blackwell Server Edition,188,actcomp,pf32x4_current_wait0_cta_nc_actcomp_smem,cta_nc,cta_nc_rmem_actcomp_packed_smem,actcomp_packed_smem_producer,packed_smem,4x32B_current_thread_groups_wait0,uniform_hash_scattered_pool,0xbb67ae85,20,128,384,8,2048,7168,8,384,58,64,1,2,2.119088,4905897,1702887424,212860928,3670016,3670016,3670016,1032192,1032192,1032192,3670016,1925152768,1.731885,1.731885,1.731885,0.487093,0.487093,0.487093,1.731885,908.481775,0x72eae431f6d61c21
NVIDIA RTX PRO 6000 Blackwell Server Edition,188,actcomp,no_pf_tma_smem,tma,tma_raw_smem_cta_actcomp_packed_smem,actcomp_packed_smem_producer,packed_smem,none,uniform_hash_scattered_pool,0xbb67ae85,20,512,384,8,2048,7168,8,384,58,64,1,2,2.106048,4861440,1702887424,212860928,3670016,3670016,3670016,1032192,4702208,4702208,0,1928822784,1.742608,1.742608,1.742608,0.490108,2.232716,2.232716,0.000000,915.849347,0x72eae431f6d61c21
NVIDIA RTX PRO 6000 Blackwell Server Edition,188,actcomp,pf128_current_tma_smem,tma,tma_raw_smem_cta_actcomp_packed_smem,actcomp_packed_smem_producer,packed_smem,1x128B_current,uniform_hash_scattered_pool,0xbb67ae85,20,512,384,8,2048,7168,8,384,58,64,1,2,2.116144,4871730,1702887424,212860928,3670016,3670016,3670016,1032192,4702208,4702208,3670016,1932492800,1.734294,1.734294,1.734294,0.487770,2.222064,2.222064,1.734294,913.214249,0x72eae431f6d61c21
NVIDIA RTX PRO 6000 Blackwell Server Edition,188,actcomp,pf64x2_current_tma_smem,tma,tma_raw_smem_cta_actcomp_packed_smem,actcomp_packed_smem_producer,packed_smem,2x64B_current,uniform_hash_scattered_pool,0xbb67ae85,20,512,384,8,2048,7168,8,384,58,64,1,2,2.104080,4827459,1702887424,212860928,3670016,3670016,3670016,1032192,4702208,4702208,3670016,1932492800,1.744238,1.744238,1.744238,0.490567,2.234805,2.234805,1.744238,918.450266,0x72eae431f6d61c21
NVIDIA RTX PRO 6000 Blackwell Server Edition,188,actcomp,pf32x4_current_tma_smem,tma,tma_raw_smem_cta_actcomp_packed_smem,actcomp_packed_smem_producer,packed_smem,4x32B_current_thread_groups,uniform_hash_scattered_pool,0xbb67ae85,20,512,384,8,2048,7168,8,384,58,64,1,2,2.099712,4819941,1702887424,212860928,3670016,3670016,3670016,1032192,4702208,4702208,3670016,1932492800,1.747866,1.747866,1.747866,0.491587,2.239454,2.239454,1.747866,920.360934,0x72eae431f6d61c21
NVIDIA RTX PRO 6000 Blackwell Server Edition,188,actcomp,pf32x4_current_wait0_tma_smem,tma,tma_raw_smem_cta_actcomp_packed_smem,actcomp_packed_smem_producer,packed_smem,4x32B_current_thread_groups_wait0,uniform_hash_scattered_pool,0xbb67ae85,20,512,384,8,2048,7168,8,384,58,64,1,2,2.229376,5190742,1702887424,212860928,3670016,3670016,3670016,1032192,4702208,4702208,3670016,1932492800,1.646208,1.646208,1.646208,0.462996,2.109204,2.109204,1.646208,866.831319,0x72eae431f6d61c21
NVIDIA RTX PRO 6000 Blackwell Server Edition,188,actcomp,no_pf_cta_nc_actcomp_smem,cta_nc,cta_nc_rmem_actcomp_packed_smem,actcomp_packed_smem_producer,packed_smem,none,uniform_hash_scattered_pool,0xbb67ae85,20,512,384,8,2048,7168,8,384,58,64,1,2,1.994112,4597248,1702887424,212860928,3670016,3670016,3670016,1032192,1032192,1032192,0,1921482752,1.840426,1.840426,1.840426,0.517620,0.517620,0.517620,0.000000,963.578143,0x72eae431f6d61c21
NVIDIA RTX PRO 6000 Blackwell Server Edition,188,actcomp,pf128_current_cta_nc_actcomp_smem,cta_nc,cta_nc_rmem_actcomp_packed_smem,actcomp_packed_smem_producer,packed_smem,1x128B_current,uniform_hash_scattered_pool,0xbb67ae85,20,512,384,8,2048,7168,8,384,58,64,1,2,2.014448,4632374,1702887424,212860928,3670016,3670016,3670016,1032192,1032192,1032192,3670016,1925152768,1.821847,1.821847,1.821847,0.512394,0.512394,0.512394,1.821847,955.672640,0x72eae431f6d61c21
NVIDIA RTX PRO 6000 Blackwell Server Edition,188,actcomp,pf32x4_current_cta_nc_actcomp_smem,cta_nc,cta_nc_rmem_actcomp_packed_smem,actcomp_packed_smem_producer,packed_smem,4x32B_current_thread_groups,uniform_hash_scattered_pool,0xbb67ae85,20,512,384,8,2048,7168,8,384,58,64,1,2,2.023104,4658388,1702887424,212860928,3670016,3670016,3670016,1032192,1032192,1032192,3670016,1925152768,1.814052,1.814052,1.814052,0.510202,0.510202,0.510202,1.814052,951.583712,0x72eae431f6d61c21
NVIDIA RTX PRO 6000 Blackwell Server Edition,188,actcomp,pf32x4_current_wait0_cta_nc_actcomp_smem,cta_nc,cta_nc_rmem_actcomp_packed_smem,actcomp_packed_smem_producer,packed_smem,4x32B_current_thread_groups_wait0,uniform_hash_scattered_pool,0xbb67ae85,20,512,384,8,2048,7168,8,384,58,64,1,2,2.107072,4901501,1702887424,212860928,3670016,3670016,3670016,1032192,1032192,1032192,3670016,1925152768,1.741761,1.741761,1.741761,0.489870,0.489870,0.489870,1.741761,913.662599,0x72eae431f6d61c21
NVIDIA RTX PRO 6000 Blackwell Server Edition,188,actcomp,no_pf_tma_smem,tma,tma_raw_smem_cta_actcomp_packed_smem,actcomp_packed_smem_producer,packed_smem,none,uniform_hash_scattered_pool,0x3c6ef372,20,0,384,8,2048,7168,8,384,60,64,1,2,2.108384,4873043,1761607680,220200960,3670016,3670016,3670016,1032192,4702208,4702208,0,1994883072,1.740677,1.740677,1.740677,0.489565,2.230243,2.230243,0.000000,946.166802,0x74684b97e1daf697
NVIDIA RTX PRO 6000 Blackwell Server Edition,188,actcomp,pf128_current_tma_smem,tma,tma_raw_smem_cta_actcomp_packed_smem,actcomp_packed_smem_producer,packed_smem,1x128B_current,uniform_hash_scattered_pool,0x3c6ef372,20,0,384,8,2048,7168,8,384,60,64,1,2,2.114352,4870158,1761607680,220200960,3670016,3670016,3670016,1032192,4702208,4702208,3670016,1998553088,1.735764,1.735764,1.735764,0.488184,2.223948,2.223948,1.735764,945.231967,0x74684b97e1daf697
NVIDIA RTX PRO 6000 Blackwell Server Edition,188,actcomp,pf64x2_current_tma_smem,tma,tma_raw_smem_cta_actcomp_packed_smem,actcomp_packed_smem_producer,packed_smem,2x64B_current,uniform_hash_scattered_pool,0x3c6ef372,20,0,384,8,2048,7168,8,384,60,64,1,2,2.100768,4838777,1761607680,220200960,3670016,3670016,3670016,1032192,4702208,4702208,3670016,1998553088,1.746988,1.746988,1.746988,0.491340,2.238328,2.238328,1.746988,951.343986,0x74684b97e1daf697
NVIDIA RTX PRO 6000 Blackwell Server Edition,188,actcomp,pf32x4_current_tma_smem,tma,tma_raw_smem_cta_actcomp_packed_smem,actcomp_packed_smem_producer,packed_smem,4x32B_current_thread_groups,uniform_hash_scattered_pool,0x3c6ef372,20,0,384,8,2048,7168,8,384,60,64,1,2,2.096880,4828571,1761607680,220200960,3670016,3670016,3670016,1032192,4702208,4702208,3670016,1998553088,1.750227,1.750227,1.750227,0.492251,2.242478,2.242478,1.750227,953.108011,0x74684b97e1daf697
NVIDIA RTX PRO 6000 Blackwell Server Edition,188,actcomp,pf32x4_current_wait0_tma_smem,tma,tma_raw_smem_cta_actcomp_packed_smem,actcomp_packed_smem_producer,packed_smem,4x32B_current_thread_groups_wait0,uniform_hash_scattered_pool,0x3c6ef372,20,0,384,8,2048,7168,8,384,60,64,1,2,2.254288,5286732,1761607680,220200960,3670016,3670016,3670016,1032192,4702208,4702208,3670016,1998553088,1.628016,1.628016,1.628016,0.457879,2.085895,2.085895,1.628016,886.556254,0x74684b97e1daf697
NVIDIA RTX PRO 6000 Blackwell Server Edition,188,actcomp,no_pf_cta_nc_actcomp_smem,cta_nc,cta_nc_rmem_actcomp_packed_smem,actcomp_packed_smem_producer,packed_smem,none,uniform_hash_scattered_pool,0x3c6ef372,20,0,384,8,2048,7168,8,384,60,64,1,2,2.018016,4681008,1761607680,220200960,3670016,3670016,3670016,1032192,1032192,1032192,0,1987543040,1.818626,1.818626,1.818626,0.511489,0.511489,0.511489,0.000000,984.899612,0x74684b97e1daf697
NVIDIA RTX PRO 6000 Blackwell Server Edition,188,actcomp,pf128_current_cta_nc_actcomp_smem,cta_nc,cta_nc_rmem_actcomp_packed_smem,actcomp_packed_smem_producer,packed_smem,1x128B_current,uniform_hash_scattered_pool,0x3c6ef372,20,0,384,8,2048,7168,8,384,60,64,1,2,2.040688,4703216,1761607680,220200960,3670016,3670016,3670016,1032192,1032192,1032192,3670016,1991213056,1.798421,1.798421,1.798421,0.505806,0.505806,0.505806,1.798421,975.755735,0x74684b97e1daf697
NVIDIA RTX PRO 6000 Blackwell Server Edition,188,actcomp,pf32x4_current_cta_nc_actcomp_smem,cta_nc,cta_nc_rmem_actcomp_packed_smem,actcomp_packed_smem_producer,packed_smem,4x32B_current_thread_groups,uniform_hash_scattered_pool,0x3c6ef372,20,0,384,8,2048,7168,8,384,60,64,1,2,2.037120,4714186,1761607680,220200960,3670016,3670016,3670016,1032192,1032192,1032192,3670016,1991213056,1.801571,1.801571,1.801571,0.506692,0.506692,0.506692,1.801571,977.464846,0x74684b97e1daf697
NVIDIA RTX PRO 6000 Blackwell Server Edition,188,actcomp,pf32x4_current_wait0_cta_nc_actcomp_smem,cta_nc,cta_nc_rmem_actcomp_packed_smem,actcomp_packed_smem_producer,packed_smem,4x32B_current_thread_groups_wait0,uniform_hash_scattered_pool,0x3c6ef372,20,0,384,8,2048,7168,8,384,60,64,1,2,2.121232,4977513,1761607680,220200960,3670016,3670016,3670016,1032192,1032192,1032192,3670016,1991213056,1.730134,1.730134,1.730134,0.486600,0.486600,0.486600,1.730134,938.705915,0x74684b97e1daf697
NVIDIA RTX PRO 6000 Blackwell Server Edition,188,actcomp,no_pf_tma_smem,tma,tma_raw_smem_cta_actcomp_packed_smem,actcomp_packed_smem_producer,packed_smem,none,uniform_hash_scattered_pool,0x3c6ef372,20,128,384,8,2048,7168,8,384,60,64,1,2,2.105264,4856848,1761607680,220200960,3670016,3670016,3670016,1032192,4702208,4702208,0,1994883072,1.743257,1.743257,1.743257,0.490291,2.233548,2.233548,0.000000,947.568996,0x74684b97e1daf697
NVIDIA RTX PRO 6000 Blackwell Server Edition,188,actcomp,pf128_current_tma_smem,tma,tma_raw_smem_cta_actcomp_packed_smem,actcomp_packed_smem_producer,packed_smem,1x128B_current,uniform_hash_scattered_pool,0x3c6ef372,20,128,384,8,2048,7168,8,384,60,64,1,2,2.129456,4876604,1761607680,220200960,3670016,3670016,3670016,1032192,4702208,4702208,3670016,1998553088,1.723452,1.723452,1.723452,0.484721,2.208173,2.208173,1.723452,938.527515,0x74684b97e1daf697
NVIDIA RTX PRO 6000 Blackwell Server Edition,188,actcomp,pf64x2_current_tma_smem,tma,tma_raw_smem_cta_actcomp_packed_smem,actcomp_packed_smem_producer,packed_smem,2x64B_current,uniform_hash_scattered_pool,0x3c6ef372,20,128,384,8,2048,7168,8,384,60,64,1,2,2.107696,4842126,1761607680,220200960,3670016,3670016,3670016,1032192,4702208,4702208,3670016,1998553088,1.741245,1.741245,1.741245,0.489725,2.230971,2.230971,1.741245,948.216932,0x74684b97e1daf697
NVIDIA RTX PRO 6000 Blackwell Server Edition,188,actcomp,pf32x4_current_tma_smem,tma,tma_raw_smem_cta_actcomp_packed_smem,actcomp_packed_smem_producer,packed_smem,4x32B_current_thread_groups,uniform_hash_scattered_pool,0x3c6ef372,20,128,384,8,2048,7168,8,384,60,64,1,2,2.106592,4817227,1761607680,220200960,3670016,3670016,3670016,1032192,4702208,4702208,3670016,1998553088,1.742158,1.742158,1.742158,0.489982,2.232140,2.232140,1.742158,948.713808,0x74684b97e1daf697
NVIDIA RTX PRO 6000 Blackwell Server Edition,188,actcomp,pf32x4_current_wait0_tma_smem,tma,tma_raw_smem_cta_actcomp_packed_smem,actcomp_packed_smem_producer,packed_smem,4x32B_current_thread_groups_wait0,uniform_hash_scattered_pool,0x3c6ef372,20,128,384,8,2048,7168,8,384,60,64,1,2,2.267008,5259304,1761607680,220200960,3670016,3670016,3670016,1032192,4702208,4702208,3670016,1998553088,1.618881,1.618881,1.618881,0.455310,2.074191,2.074191,1.618881,881.581816,0x74684b97e1daf697
NVIDIA RTX PRO 6000 Blackwell Server Edition,188,actcomp,no_pf_cta_nc_actcomp_smem,cta_nc,cta_nc_rmem_actcomp_packed_smem,actcomp_packed_smem_producer,packed_smem,none,uniform_hash_scattered_pool,0x3c6ef372,20,128,384,8,2048,7168,8,384,60,64,1,2,2.035264,4699098,1761607680,220200960,3670016,3670016,3670016,1032192,1032192,1032192,0,1987543040,1.803214,1.803214,1.803214,0.507154,0.507154,0.507154,0.000000,976.552931,0x74684b97e1daf697
NVIDIA RTX PRO 6000 Blackwell Server Edition,188,actcomp,pf128_current_cta_nc_actcomp_smem,cta_nc,cta_nc_rmem_actcomp_packed_smem,actcomp_packed_smem_producer,packed_smem,1x128B_current,uniform_hash_scattered_pool,0x3c6ef372,20,128,384,8,2048,7168,8,384,60,64,1,2,2.047648,4698168,1761607680,220200960,3670016,3670016,3670016,1032192,1032192,1032192,3670016,1991213056,1.792308,1.792308,1.792308,0.504087,0.504087,0.504087,1.792308,972.439160,0x74684b97e1daf697
NVIDIA RTX PRO 6000 Blackwell Server Edition,188,actcomp,pf32x4_current_cta_nc_actcomp_smem,cta_nc,cta_nc_rmem_actcomp_packed_smem,actcomp_packed_smem_producer,packed_smem,4x32B_current_thread_groups,uniform_hash_scattered_pool,0x3c6ef372,20,128,384,8,2048,7168,8,384,60,64,1,2,2.050576,4730483,1761607680,220200960,3670016,3670016,3670016,1032192,1032192,1032192,3670016,1991213056,1.789749,1.789749,1.789749,0.503367,0.503367,0.503367,1.789749,971.050501,0x74684b97e1daf697
NVIDIA RTX PRO 6000 Blackwell Server Edition,188,actcomp,pf32x4_current_wait0_cta_nc_actcomp_smem,cta_nc,cta_nc_rmem_actcomp_packed_smem,actcomp_packed_smem_producer,packed_smem,4x32B_current_thread_groups_wait0,uniform_hash_scattered_pool,0x3c6ef372,20,128,384,8,2048,7168,8,384,60,64,1,2,2.120352,4917190,1761607680,220200960,3670016,3670016,3670016,1032192,1032192,1032192,3670016,1991213056,1.730852,1.730852,1.730852,0.486802,0.486802,0.486802,1.730852,939.095503,0x74684b97e1daf697
NVIDIA RTX PRO 6000 Blackwell Server Edition,188,actcomp,no_pf_tma_smem,tma,tma_raw_smem_cta_actcomp_packed_smem,actcomp_packed_smem_producer,packed_smem,none,uniform_hash_scattered_pool,0x3c6ef372,20,512,384,8,2048,7168,8,384,60,64,1,2,2.115760,4861118,1761607680,220200960,3670016,3670016,3670016,1032192,4702208,4702208,0,1994883072,1.734609,1.734609,1.734609,0.487859,2.222468,2.222468,0.000000,942.868385,0x74684b97e1daf697
NVIDIA RTX PRO 6000 Blackwell Server Edition,188,actcomp,pf128_current_tma_smem,tma,tma_raw_smem_cta_actcomp_packed_smem,actcomp_packed_smem_producer,packed_smem,1x128B_current,uniform_hash_scattered_pool,0x3c6ef372,20,512,384,8,2048,7168,8,384,60,64,1,2,2.131920,4891774,1761607680,220200960,3670016,3670016,3670016,1032192,4702208,4702208,3670016,1998553088,1.721460,1.721460,1.721460,0.484161,2.205621,2.205621,1.721460,937.442772,0x74684b97e1daf697
NVIDIA RTX PRO 6000 Blackwell Server Edition,188,actcomp,pf64x2_current_tma_smem,tma,tma_raw_smem_cta_actcomp_packed_smem,actcomp_packed_smem_producer,packed_smem,2x64B_current,uniform_hash_scattered_pool,0x3c6ef372,20,512,384,8,2048,7168,8,384,60,64,1,2,2.101440,4831637,1761607680,220200960,3670016,3670016,3670016,1032192,4702208,4702208,3670016,1998553088,1.746429,1.746429,1.746429,0.491183,2.237612,2.237612,1.746429,951.039826,0x74684b97e1daf697
NVIDIA RTX PRO 6000 Blackwell Server Edition,188,actcomp,pf32x4_current_tma_smem,tma,tma_raw_smem_cta_actcomp_packed_smem,actcomp_packed_smem_producer,packed_smem,4x32B_current_thread_groups,uniform_hash_scattered_pool,0x3c6ef372,20,512,384,8,2048,7168,8,384,60,64,1,2,2.102256,4834786,1761607680,220200960,3670016,3670016,3670016,1032192,4702208,4702208,3670016,1998553088,1.745751,1.745751,1.745751,0.490993,2.236744,2.236744,1.745751,950.670628,0x74684b97e1daf697
NVIDIA RTX PRO 6000 Blackwell Server Edition,188,actcomp,pf32x4_current_wait0_tma_smem,tma,tma_raw_smem_cta_actcomp_packed_smem,actcomp_packed_smem_producer,packed_smem,4x32B_current_thread_groups_wait0,uniform_hash_scattered_pool,0x3c6ef372,20,512,384,8,2048,7168,8,384,60,64,1,2,2.255120,5235435,1761607680,220200960,3670016,3670016,3670016,1032192,4702208,4702208,3670016,1998553088,1.627415,1.627415,1.627415,0.457710,2.085125,2.085125,1.627415,886.229138,0x74684b97e1daf697
